"Record Type","Setup Sequence","Organization Type","Organization Shortname","Organization Sort Order","Organization Enabled","User Types (name|shortname|sort)","Profile Forms (name|shortname|user type)","Category","Category Shortname","Category Sort Order","Category Collapsed","Field","Existing / New","Field Shortname","Field Description","Field Type","Core Field Mapping","Field Library Required","Form Required Override","Readonly Override","Visible Override","Uniqueness Scope","Visible","Read Only","Sensitive","Field Enabled","Default Value","Options JSON","Validation JSON","Field Sort Order","Applies To User Types","Applies To Profile Forms","Configuration Screen","Display / Mapping Rules","Ownership / Security Notes","Company Mapping Example","Source Reference"
"Field Definition + Placement Map","3 Field Library → 5 Categories → 6 Form Fields","Training Institute","training_institute","30","Yes","Learner|learner|10; Trainer|trainer|20; Coordinator|coordinator|30; Assessor|assessor|40","See Organization Setup record for Training Institute","Program / Service","program_service","50","No","Learner Status","New (plugin-defined)","training_learner_status","Learner Status","menu","","No","Yes","Inherit","Inherit","none","Yes","No","No","Yes","","[""Active"",""Paused"",""Completed"",""Withdrawn""]","","20","Learner","Training Institute Learner Profile","Field Library; Form Categories; Form Fields","Create once in Field Library, then attach to the listed forms and category.","Custom value is scoped by userid + companyid + fieldid. Sensitive=Yes requires local/orgprofile:viewsensitive and editsensitive.","SkillBridge Academy → training_institute; default form: None","New organization-specific recommendation"
"Field Definition + Placement Map","3 Field Library → 5 Categories → 6 Form Fields","Training Institute","training_institute","30","Yes","Learner|learner|10; Trainer|trainer|20; Coordinator|coordinator|30; Assessor|assessor|40","See Organization Setup record for Training Institute","Program / Service","program_service","50","No","Training Mode","New (plugin-defined)","training_mode","Training Mode","menu","","No","No","Inherit","Inherit","none","Yes","No","No","Yes","","[""Classroom"",""Online"",""Blended"",""On-the-job""]","","30","Learner; Trainer","Training Institute Learner Profile; Training Institute Trainer Profile","Field Library; Form Categories; Form Fields","Create once in Field Library, then attach to the listed forms and category.","Custom value is scoped by userid + companyid + fieldid. Sensitive=Yes requires local/orgprofile:viewsensitive and editsensitive.","SkillBridge Academy → training_institute; default form: None","New organization-specific recommendation"
"Field Definition + Placement Map","3 Field Library → 5 Categories → 6 Form Fields","Training Institute","training_institute","30","Yes","Learner|learner|10; Trainer|trainer|20; Coordinator|coordinator|30; Assessor|assessor|40","See Organization Setup record for Training Institute","Program / Service","program_service","50","No","Experience Level","New (plugin-defined)","training_experience_level","Experience Level","menu","","No","No","Inherit","Inherit","none","Yes","No","No","Yes","","[""Beginner"",""Intermediate"",""Advanced""]","","40","Learner","Training Institute Learner Profile","Field Library; Form Categories; Form Fields","Create once in Field Library, then attach to the listed forms and category.","Custom value is scoped by userid + companyid + fieldid. Sensitive=Yes requires local/orgprofile:viewsensitive and editsensitive.","SkillBridge Academy → training_institute; default form: None","New organization-specific recommendation"
"Field Definition + Placement Map","3 Field Library → 5 Categories → 6 Form Fields","Training Institute","training_institute","30","Yes","Learner|learner|10; Trainer|trainer|20; Coordinator|coordinator|30; Assessor|assessor|40","See Organization Setup record for Training Institute","Program / Service","program_service","50","No","Target Occupation","New (plugin-defined)","training_target_occupation","Target Occupation","text","","No","No","Inherit","Inherit","none","Yes","No","No","Yes","","","{""maxlength"":150}","50","Learner","Training Institute Learner Profile","Field Library; Form Categories; Form Fields","Create once in Field Library, then attach to the listed forms and category.","Custom value is scoped by userid + companyid + fieldid. Sensitive=Yes requires local/orgprofile:viewsensitive and editsensitive.","SkillBridge Academy → training_institute; default form: None","New organization-specific recommendation"
"Field Definition + Placement Map","3 Field Library → 5 Categories → 6 Form Fields","Training Institute","training_institute","30","Yes","Learner|learner|10; Trainer|trainer|20; Coordinator|coordinator|30; Assessor|assessor|40","See Organization Setup record for Training Institute","Credentialing","credentialing","50","No","Certification Number","New (plugin-defined)","training_certification_number","Certification Number","text","","No","No","Inherit","Inherit","company","Yes","No","No","Yes","","","{""maxlength"":100}","10","Learner","Training Institute Learner Profile","Field Library; Form Categories; Form Fields","Create once in Field Library, then attach to the listed forms and category.","Custom value is scoped by userid + companyid + fieldid. Sensitive=Yes requires local/orgprofile:viewsensitive and editsensitive.","SkillBridge Academy → training_institute; default form: None","New organization-specific recommendation"
"Field Definition + Placement Map","3 Field Library → 5 Categories → 6 Form Fields","Training Institute","training_institute","30","Yes","Learner|learner|10; Trainer|trainer|20; Coordinator|coordinator|30; Assessor|assessor|40","See Organization Setup record for Training Institute","Credentialing","credentialing","50","No","Certification Issue Date","New (plugin-defined)","training_certification_issue_date","Certification Issue Date","date","","No","No","Inherit","Inherit","none","Yes","No","No","Yes","","","{""date"":true}","20","Learner","Training Institute Learner Profile","Field Library; Form Categories; Form Fields","Create once in Field Library, then attach to the listed forms and category.","Custom value is scoped by userid + companyid + fieldid. Sensitive=Yes requires local/orgprofile:viewsensitive and editsensitive.","SkillBridge Academy → training_institute; default form: None","New organization-specific recommendation"
"Field Definition + Placement Map","3 Field Library → 5 Categories → 6 Form Fields","Training Institute","training_institute","30","Yes","Learner|learner|10; Trainer|trainer|20; Coordinator|coordinator|30; Assessor|assessor|40","See Organization Setup record for Training Institute","Credentialing","credentialing","50","No","Certification Expiry Date","New (plugin-defined)","training_certification_expiry_date","Certification Expiry Date","date","","No","No","Inherit","Inherit","none","Yes","No","No","Yes","","","{""date"":true}","30","Learner","Training Institute Learner Profile","Field Library; Form Categories; Form Fields","V1 records the date but has no expiry workflow.","Custom value is scoped by userid + companyid + fieldid. Sensitive=Yes requires local/orgprofile:viewsensitive and editsensitive.","SkillBridge Academy → training_institute; default form: None","New organization-specific recommendation"
"Field Definition + Placement Map","3 Field Library → 5 Categories → 6 Form Fields","Training Institute","training_institute","30","Yes","Learner|learner|10; Trainer|trainer|20; Coordinator|coordinator|30; Assessor|assessor|40","See Organization Setup record for Training Institute","Identification","identification","30","No","Trainer ID","New (plugin-defined)","training_trainer_id","Trainer ID","text","","No","Yes","Inherit","Inherit","company","Yes","No","No","Yes","","","{""maxlength"":50}","30","Trainer","Training Institute Trainer Profile","Field Library; Form Categories; Form Fields","Create once in Field Library, then attach to the listed forms and category.","Custom value is scoped by userid + companyid + fieldid. Sensitive=Yes requires local/orgprofile:viewsensitive and editsensitive.","SkillBridge Academy → training_institute; default form: None","New organization-specific recommendation"
"Field Definition + Placement Map","3 Field Library → 5 Categories → 6 Form Fields","Training Institute","training_institute","30","Yes","Learner|learner|10; Trainer|trainer|20; Coordinator|coordinator|30; Assessor|assessor|40","See Organization Setup record for Training Institute","Identification","identification","30","No","Assessor ID","New (plugin-defined)","training_assessor_id","Assessor ID","text","","No","Yes","Inherit","Inherit","company","Yes","No","No","Yes","","","{""maxlength"":50}","40","Assessor","Training Institute Assessor Profile","Field Library; Form Categories; Form Fields","Create once in Field Library, then attach to the listed forms and category.","Custom value is scoped by userid + companyid + fieldid. Sensitive=Yes requires local/orgprofile:viewsensitive and editsensitive.","SkillBridge Academy → training_institute; default form: None","New organization-specific recommendation"
"Field Definition + Placement Map","3 Field Library → 5 Categories → 6 Form Fields","Training Institute","training_institute","30","Yes","Learner|learner|10; Trainer|trainer|20; Coordinator|coordinator|30; Assessor|assessor|40","See Organization Setup record for Training Institute","Professional","professional","50","No","Expertise Area","New (plugin-defined)","training_expertise_area","Expertise Area","textarea","","No","No","Inherit","Inherit","none","Yes","No","No","Yes","","","{""maxlength"":1000}","10","Trainer; Assessor","Training Institute Trainer Profile; Training Institute Assessor Profile","Field Library; Form Categories; Form Fields","Create once in Field Library, then attach to the listed forms and category.","Custom value is scoped by userid + companyid + fieldid. Sensitive=Yes requires local/orgprofile:viewsensitive and editsensitive.","SkillBridge Academy → training_institute; default form: None","New organization-specific recommendation"
"Field Definition + Placement Map","3 Field Library → 5 Categories → 6 Form Fields","Training Institute","training_institute","30","Yes","Learner|learner|10; Trainer|trainer|20; Coordinator|coordinator|30; Assessor|assessor|40","See Organization Setup record for Training Institute","Program / Service","program_service","50","No","Coordination Region","New (plugin-defined)","training_coordination_region","Coordination Region","text","","No","No","Inherit","Inherit","none","Yes","No","No","Yes","","","{""maxlength"":150}","60","Coordinator","Training Institute Coordinator Profile","Field Library; Form Categories; Form Fields","Create once in Field Library, then attach to the listed forms and category.","Custom value is scoped by userid + companyid + fieldid. Sensitive=Yes requires local/orgprofile:viewsensitive and editsensitive.","SkillBridge Academy → training_institute; default form: None","New organization-specific recommendation"
"Field Definition + Placement Map","3 Field Library → 5 Categories → 6 Form Fields","Consulting Firm","consulting_firm","40","Yes","Consultant|consultant|10; Project Manager|project_manager|20; Partner|partner|30; Operations Staff|operations_staff|40","See Organization Setup record for Consulting Firm","Identification","identification","30","No","Consultant ID","New (plugin-defined)","consultant_id","Consultant ID","text","","No","Yes","Inherit","Inherit","company","Yes","No","No","Yes","","","{""maxlength"":50}","10","Consultant; Project Manager; Partner","Consulting Firm Consultant Profile; Consulting Firm Project Manager Profile; Consulting Firm Partner Profile","Field Library; Form Categories; Form Fields","Create once in Field Library, then attach to the listed forms and category.","Custom value is scoped by userid + companyid + fieldid. Sensitive=Yes requires local/orgprofile:viewsensitive and editsensitive.","Insight Advisory LLP → consulting_firm; default form: None","New organization-specific recommendation"
"Field Definition + Placement Map","3 Field Library → 5 Categories → 6 Form Fields","Consulting Firm","consulting_firm","40","Yes","Consultant|consultant|10; Project Manager|project_manager|20; Partner|partner|30; Operations Staff|operations_staff|40","See Organization Setup record for Consulting Firm","Professional","professional","50","No","Practice Area","New (plugin-defined)","consulting_practice_area","Practice Area","text","","No","Yes","Inherit","Inherit","none","Yes","No","No","Yes","","","{""maxlength"":150}","10","Consultant; Project Manager; Partner","Consulting Firm Consultant Profile; Consulting Firm Project Manager Profile; Consulting Firm Partner Profile","Field Library; Form Categories; Form Fields","Create once in Field Library, then attach to the listed forms and category.","Custom value is scoped by userid + companyid + fieldid. Sensitive=Yes requires local/orgprofile:viewsensitive and editsensitive.","Insight Advisory LLP → consulting_firm; default form: None","New organization-specific recommendation"
"Field Definition + Placement Map","3 Field Library → 5 Categories → 6 Form Fields","Consulting Firm","consulting_firm","40","Yes","Consultant|consultant|10; Project Manager|project_manager|20; Partner|partner|30; Operations Staff|operations_staff|40","See Organization Setup record for Consulting Firm","Employment","employment","40","No","Consultant Grade","New (plugin-defined)","consultant_grade","Consultant Grade","menu","","No","No","Inherit","Inherit","none","Yes","No","No","Yes","","[""Analyst"",""Consultant"",""Senior Consultant"",""Manager"",""Senior Manager"",""Director""]","","10","Consultant; Project Manager","Consulting Firm Consultant Profile; Consulting Firm Project Manager Profile","Field Library; Form Categories; Form Fields","Create once in Field Library, then attach to the listed forms and category.","Custom value is scoped by userid + companyid + fieldid. Sensitive=Yes requires local/orgprofile:viewsensitive and editsensitive.","Insight Advisory LLP → consulting_firm; default form: None","New organization-specific recommendation"
"Field Definition + Placement Map","3 Field Library → 5 Categories → 6 Form Fields","Consulting Firm","consulting_firm","40","Yes","Consultant|consultant|10; Project Manager|project_manager|20; Partner|partner|30; Operations Staff|operations_staff|40","See Organization Setup record for Consulting Firm","Employment","employment","40","No","Billable Consultant","New (plugin-defined)","billable_consultant","Billable Consultant","boolean","","No","No","Inherit","Inherit","none","Yes","No","No","Yes","","","","20","Consultant; Project Manager","Consulting Firm Consultant Profile; Consulting Firm Project Manager Profile","Field Library; Form Categories; Form Fields","Create once in Field Library, then attach to the listed forms and category.","Business profile value only; does not control course access. Sensitive=Yes requires local/orgprofile:viewsensitive and editsensitive.","Insight Advisory LLP → consulting_firm; default form: None","New organization-specific recommendation"
"Field Definition + Placement Map","3 Field Library → 5 Categories → 6 Form Fields","Consulting Firm","consulting_firm","40","Yes","Consultant|consultant|10; Project Manager|project_manager|20; Partner|partner|30; Operations Staff|operations_staff|40","See Organization Setup record for Consulting Firm","Employment","employment","40","No","Home Office","New (plugin-defined)","consulting_home_office","Home Office","text","","No","No","Inherit","Inherit","none","Yes","No","No","Yes","","","{""maxlength"":150}","30","Consultant; Project Manager; Partner; Operations Staff","Consulting Firm Consultant Profile; Consulting Firm Project Manager Profile; Consulting Firm Partner Profile; Consulting Firm Operations Staff Profile","Field Library; Form Categories; Form Fields","Create once in Field Library, then attach to the listed forms and category.","Custom value is scoped by userid + companyid + fieldid. Sensitive=Yes requires local/orgprofile:viewsensitive and editsensitive.","Insight Advisory LLP → consulting_firm; default form: None","New organization-specific recommendation"
"Field Definition + Placement Map","3 Field Library → 5 Categories → 6 Form Fields","Consulting Firm","consulting_firm","40","Yes","Consultant|consultant|10; Project Manager|project_manager|20; Partner|partner|30; Operations Staff|operations_staff|40","See Organization Setup record for Consulting Firm","Professional","professional","50","No","Travel Readiness","New (plugin-defined)","travel_readiness","Travel Readiness","menu","","No","No","Inherit","Inherit","none","Yes","No","No","Yes","","[""No travel"",""Occasional"",""Frequent"",""International""]","","20","Consultant; Project Manager","Consulting Firm Consultant Profile; Consulting Firm Project Manager Profile","Field Library; Form Categories; Form Fields","Create once in Field Library, then attach to the listed forms and category.","Custom value is scoped by userid + companyid + fieldid. Sensitive=Yes requires local/orgprofile:viewsensitive and editsensitive.","Insight Advisory LLP → consulting_firm; default form: None","New organization-specific recommendation"
"Field Definition + Placement Map","3 Field Library → 5 Categories → 6 Form Fields","Consulting Firm","consulting_firm","40","Yes","Consultant|consultant|10; Project Manager|project_manager|20; Partner|partner|30; Operations Staff|operations_staff|40","See Organization Setup record for Consulting Firm","Professional","professional","50","No","Sector Experience","New (plugin-defined)","sector_experience","Sector Experience","textarea","","No","No","Inherit","Inherit","none","Yes","No","No","Yes","","","{""maxlength"":1500}","30","Consultant; Project Manager; Partner","Consulting Firm Consultant Profile; Consulting Firm Project Manager Profile; Consulting Firm Partner Profile","Field Library; Form Categories; Form Fields","Create once in Field Library, then attach to the listed forms and category.","Custom value is scoped by userid + companyid + fieldid. Sensitive=Yes requires local/orgprofile:viewsensitive and editsensitive.","Insight Advisory LLP → consulting_firm; default form: None","New organization-specific recommendation"
"Field Definition + Placement Map","3 Field Library → 5 Categories → 6 Form Fields","Consulting Firm","consulting_firm","40","Yes","Consultant|consultant|10; Project Manager|project_manager|20; Partner|partner|30; Operations Staff|operations_staff|40","See Organization Setup record for Consulting Firm","Credentialing","credentialing","50","No","Certification Summary","New (plugin-defined)","consulting_certification_summary","Certification Summary","textarea","","No","No","Inherit","Inherit","none","Yes","No","No","Yes","","","{""maxlength"":1000}","10","Consultant; Project Manager","Consulting Firm Consultant Profile; Consulting Firm Project Manager Profile","Field Library; Form Categories; Form Fields","Create once in Field Library, then attach to the listed forms and category.","Custom value is scoped by userid + companyid + fieldid. Sensitive=Yes requires local/orgprofile:viewsensitive and editsensitive.","Insight Advisory LLP → consulting_firm; default form: None","New organization-specific recommendation"
"Field Definition + Placement Map","3 Field Library → 5 Categories → 6 Form Fields","Consulting Firm","consulting_firm","40","Yes","Consultant|consultant|10; Project Manager|project_manager|20; Partner|partner|30; Operations Staff|operations_staff|40","See Organization Setup record for Consulting Firm","Employment","employment","40","No","People / Project Manager","New (plugin-defined)","consulting_manager_flag","People / Project Manager","boolean","","No","No","Inherit","Inherit","none","Yes","No","No","Yes","","","","40","Project Manager","Consulting Firm Project Manager Profile","Field Library; Form Categories; Form Fields","Create once in Field Library, then attach to the listed forms and category.","Profile classification only; does not grant authorization. Sensitive=Yes requires local/orgprofile:viewsensitive and editsensitive.","Insight Advisory LLP → consulting_firm; default form: None","New organization-specific recommendation"
"Field Definition + Placement Map","3 Field Library → 5 Categories → 6 Form Fields","Consulting Firm","consulting_firm","40","Yes","Consultant|consultant|10; Project Manager|project_manager|20; Partner|partner|30; Operations Staff|operations_staff|40","See Organization Setup record for Consulting Firm","Professional","professional","50","No","Partner Specialisation","New (plugin-defined)","partner_specialisation","Partner Specialisation","textarea","","No","No","Inherit","Inherit","none","Yes","No","No","Yes","","","{""maxlength"":1000}","40","Partner","Consulting Firm Partner Profile","Field Library; Form Categories; Form Fields","Create once in Field Library, then attach to the listed forms and category.","Custom value is scoped by userid + companyid + fieldid. Sensitive=Yes requires local/orgprofile:viewsensitive and editsensitive.","Insight Advisory LLP → consulting_firm; default form: None","New organization-specific recommendation"
"Field Definition + Placement Map","3 Field Library → 5 Categories → 6 Form Fields","Consulting Firm","consulting_firm","40","Yes","Consultant|consultant|10; Project Manager|project_manager|20; Partner|partner|30; Operations Staff|operations_staff|40","See Organization Setup record for Consulting Firm","Employment","employment","40","No","Utilization Target","New (plugin-defined)","utilization_target","Utilization Target","decimal","","No","No","Inherit","Inherit","none","Yes","No","Yes","Yes","","","{""min"":0,""max"":1}","50","Consultant; Project Manager","Consulting Firm Consultant Profile; Consulting Firm Project Manager Profile","Field Library; Form Categories; Form Fields","Decimal 0–1. Consider whether this belongs in HR systems before collecting in LMS.","Custom value is scoped by userid + companyid + fieldid. Sensitive=Yes requires local/orgprofile:viewsensitive and editsensitive.","Insight Advisory LLP → consulting_firm; default form: None","New organization-specific recommendation"
"Field Definition + Placement Map","3 Field Library → 5 Categories → 6 Form Fields","Corporate Organization","corporate","50","Yes","Employee|employee|10; Instructor|instructor|20; Manager|manager|30; Contractor|contractor|40","See Organization Setup record for Corporate Organization","Identification","identification","30","No","Corporate Employee ID","New (plugin-defined)","corporate_employee_id","Corporate Employee ID","text","","No","Yes","Inherit","Inherit","company","Yes","No","No","Yes","","","{""maxlength"":50}","10","Employee; Instructor; Manager; Contractor","Corporate Organization Employee Profile; Corporate Organization Instructor Profile; Corporate Organization Manager Profile; Corporate Organization Contractor Profile","Field Library; Form Categories; Form Fields","Create once in Field Library, then attach to the listed forms and category.","Custom value is scoped by userid + companyid + fieldid. Sensitive=Yes requires local/orgprofile:viewsensitive and editsensitive.","NovaTech Industries → corporate; default form: None","New organization-specific recommendation"
"Field Definition + Placement Map","3 Field Library → 5 Categories → 6 Form Fields","Corporate Organization","corporate","50","Yes","Employee|employee|10; Instructor|instructor|20; Manager|manager|30; Contractor|contractor|40","See Organization Setup record for Corporate Organization","Employment","employment","40","No","Job Level","New (plugin-defined)","corporate_job_level","Job Level","menu","","No","No","Inherit","Inherit","none","Yes","No","No","Yes","","[""Entry"",""Associate"",""Senior"",""Lead"",""Manager"",""Director"",""Executive""]","","10","Employee; Instructor; Manager","Corporate Organization Employee Profile; Corporate Organization Instructor Profile; Corporate Organization Manager Profile","Field Library; Form Categories; Form Fields","Create once in Field Library, then attach to the listed forms and category.","Profile classification only; not a Moodle role. Sensitive=Yes requires local/orgprofile:viewsensitive and editsensitive.","NovaTech Industries → corporate; default form: None","New organization-specific recommendation"
"Field Definition + Placement Map","3 Field Library → 5 Categories → 6 Form Fields","Corporate Organization","corporate","50","Yes","Employee|employee|10; Instructor|instructor|20; Manager|manager|30; Contractor|contractor|40","See Organization Setup record for Corporate Organization","Employment","employment","40","No","Work Location","New (plugin-defined)","corporate_work_location","Work Location","text","","No","Yes","Inherit","Inherit","none","Yes","No","No","Yes","","","{""maxlength"":150}","20","Employee; Instructor; Manager; Contractor","Corporate Organization Employee Profile; Corporate Organization Instructor Profile; Corporate Organization Manager Profile; Corporate Organization Contractor Profile","Field Library; Form Categories; Form Fields","Create once in Field Library, then attach to the listed forms and category.","Do not use this field to replace IOMAD Department. Sensitive=Yes requires local/orgprofile:viewsensitive and editsensitive.","NovaTech Industries → corporate; default form: None","New organization-specific recommendation"
"Field Definition + Placement Map","3 Field Library → 5 Categories → 6 Form Fields","Corporate Organization","corporate","50","Yes","Employee|employee|10; Instructor|instructor|20; Manager|manager|30; Contractor|contractor|40","See Organization Setup record for Corporate Organization","Employment","employment","40","No","Employee Status","New (plugin-defined)","corporate_employee_status","Employee Status","menu","","No","Yes","Inherit","Inherit","none","Yes","No","No","Yes","","[""Active"",""Leave"",""Inactive"",""Separated""]","","30","Employee; Instructor; Manager; Contractor","Corporate Organization Employee Profile; Corporate Organization Instructor Profile; Corporate Organization Manager Profile; Corporate Organization Contractor Profile","Field Library; Form Categories; Form Fields","Create once in Field Library, then attach to the listed forms and category.","Custom value is scoped by userid + companyid + fieldid. Sensitive=Yes requires local/orgprofile:viewsensitive and editsensitive.","NovaTech Industries → corporate; default form: None","New organization-specific recommendation"
"Field Definition + Placement Map","3 Field Library → 5 Categories → 6 Form Fields","Corporate Organization","corporate","50","Yes","Employee|employee|10; Instructor|instructor|20; Manager|manager|30; Contractor|contractor|40","See Organization Setup record for Corporate Organization","Professional","professional","50","No","Skills Summary","New (plugin-defined)","corporate_skills_summary","Skills Summary","textarea","","No","No","Inherit","Inherit","none","Yes","No","No","Yes","","","{""maxlength"":2000}","10","Employee; Instructor; Manager; Contractor","Corporate Organization Employee Profile; Corporate Organization Instructor Profile; Corporate Organization Manager Profile; Corporate Organization Contractor Profile","Field Library; Form Categories; Form Fields","Create once in Field Library, then attach to the listed forms and category.","Custom value is scoped by userid + companyid + fieldid. Sensitive=Yes requires local/orgprofile:viewsensitive and editsensitive.","NovaTech Industries → corporate; default form: None","New organization-specific recommendation"
"Field Definition + Placement Map","3 Field Library → 5 Categories → 6 Form Fields","Corporate Organization","corporate","50","Yes","Employee|employee|10; Instructor|instructor|20; Manager|manager|30; Contractor|contractor|40","See Organization Setup record for Corporate Organization","Employment","employment","40","No","People Manager","New (plugin-defined)","corporate_people_manager","People Manager","boolean","","No","No","Inherit","Inherit","none","Yes","No","No","Yes","","","","40","Manager","Corporate Organization Manager Profile","Field Library; Form Categories; Form Fields","Create once in Field Library, then attach to the listed forms and category.","Does not grant manager roles or capabilities. Sensitive=Yes requires local/orgprofile:viewsensitive and editsensitive.","NovaTech Industries → corporate; default form: None","New organization-specific recommendation"
"Field Definition + Placement Map","3 Field Library → 5 Categories → 6 Form Fields","Corporate Organization","corporate","50","Yes","Employee|employee|10; Instructor|instructor|20; Manager|manager|30; Contractor|contractor|40","See Organization Setup record for Corporate Organization","Credentialing","credentialing","50","No","Instructor Certification","New (plugin-defined)","corporate_instructor_certification","Instructor Certification","text","","No","No","Inherit","Inherit","none","Yes","No","No","Yes","","","{""maxlength"":200}","10","Instructor","Corporate Organization Instructor Profile","Field Library; Form Categories; Form Fields","Create once in Field Library, then attach to the listed forms and category.","Custom value is scoped by userid + companyid + fieldid. Sensitive=Yes requires local/orgprofile:viewsensitive and editsensitive.","NovaTech Industries → corporate; default form: None","New organization-specific recommendation"
"Field Definition + Placement Map","3 Field Library → 5 Categories → 6 Form Fields","Corporate Organization","corporate","50","Yes","Employee|employee|10; Instructor|instructor|20; Manager|manager|30; Contractor|contractor|40","See Organization Setup record for Corporate Organization","Credentialing","credentialing","50","No","Instructor Certification Expiry","New (plugin-defined)","corporate_instructor_cert_expiry","Instructor Certification Expiry","date","","No","No","Inherit","Inherit","none","Yes","No","No","Yes","","","{""date"":true}","20","Instructor","Corporate Organization Instructor Profile","Field Library; Form Categories; Form Fields","Create once in Field Library, then attach to the listed forms and category.","Custom value is scoped by userid + companyid + fieldid. Sensitive=Yes requires local/orgprofile:viewsensitive and editsensitive.","NovaTech Industries → corporate; default form: None","New organization-specific recommendation"
"Field Definition + Placement Map","3 Field Library → 5 Categories → 6 Form Fields","Corporate Organization","corporate","50","Yes","Employee|employee|10; Instructor|instructor|20; Manager|manager|30; Contractor|contractor|40","See Organization Setup record for Corporate Organization","Employment","employment","40","No","Contract End Date","New (plugin-defined)","corporate_contract_end_date","Contract End Date","date","","No","No","Inherit","Inherit","none","Yes","No","No","Yes","","","{""date"":true}","50","Contractor","Corporate Organization Contractor Profile","Field Library; Form Categories; Form Fields","Create once in Field Library, then attach to the listed forms and category.","Custom value is scoped by userid + companyid + fieldid. Sensitive=Yes requires local/orgprofile:viewsensitive and editsensitive.","NovaTech Industries → corporate; default form: None","New organization-specific recommendation"
"Field Definition + Placement Map","3 Field Library → 5 Categories → 6 Form Fields","Corporate Organization","corporate","50","Yes","Employee|employee|10; Instructor|instructor|20; Manager|manager|30; Contractor|contractor|40","See Organization Setup record for Corporate Organization","Identification","identification","30","No","Global External Identifier","New (plugin-defined)","global_external_identifier","Global External Identifier","text","","No","No","Inherit","Inherit","site","Yes","No","Yes","Yes","","","{""maxlength"":100}","20","Employee; Instructor; Manager; Contractor","Corporate Organization Employee Profile; Corporate Organization Instructor Profile; Corporate Organization Manager Profile; Corporate Organization Contractor Profile","Field Library; Form Categories; Form Fields","Create once in Field Library, then attach to the listed forms and category.","Use site uniqueness only for a genuinely global identifier; never log the value. Sensitive=Yes requires local/orgprofile:viewsensitive and editsensitive.","NovaTech Industries → corporate; default form: None","New organization-specific recommendation"
"Field Definition + Placement Map","3 Field Library → 5 Categories → 6 Form Fields","Hospital / Healthcare","healthcare","60","Yes","Clinical Staff|clinical_staff|10; Nursing Staff|nursing_staff|20; Allied Health Professional|allied_health|30; Administrative Staff|administrative_staff|40; Trainee|trainee|50","See Organization Setup record for Hospital / Healthcare","Identification","identification","30","No","Healthcare Staff ID","New (plugin-defined)","healthcare_staff_id","Healthcare Staff ID","text","","No","Yes","Inherit","Inherit","company","Yes","No","No","Yes","","","{""maxlength"":50}","10","Clinical Staff; Nursing Staff; Allied Health Professional; Administrative Staff; Trainee","Hospital Healthcare Clinical Staff Profile; Hospital Healthcare Nursing Staff Profile; Hospital Healthcare Allied Health Professional Profile; Hospital Healthcare Administrative Staff Profile; Hospital Healthcare Trainee Profile","Field Library; Form Categories; Form Fields","Create once in Field Library, then attach to the listed forms and category.","Custom value is scoped by userid + companyid + fieldid. Sensitive=Yes requires local/orgprofile:viewsensitive and editsensitive.","CityCare Hospital → healthcare; default form: None","New organization-specific recommendation"
"Field Definition + Placement Map","3 Field Library → 5 Categories → 6 Form Fields","Hospital / Healthcare","healthcare","60","Yes","Clinical Staff|clinical_staff|10; Nursing Staff|nursing_staff|20; Allied Health Professional|allied_health|30; Administrative Staff|administrative_staff|40; Trainee|trainee|50","See Organization Setup record for Hospital / Healthcare","Employment","employment","40","No","Staff Category","New (plugin-defined)","healthcare_staff_category","Staff Category","menu","","No","Yes","Inherit","Inherit","none","Yes","No","No","Yes","","[""Medical"",""Nursing"",""Allied Health"",""Administrative"",""Trainee""]","","10","Clinical Staff; Nursing Staff; Allied Health Professional; Administrative Staff; Trainee","Hospital Healthcare Clinical Staff Profile; Hospital Healthcare Nursing Staff Profile; Hospital Healthcare Allied Health Professional Profile; Hospital Healthcare Administrative Staff Profile; Hospital Healthcare Trainee Profile","Field Library; Form Categories; Form Fields","Create once in Field Library, then attach to the listed forms and category.","Profile classification only; never use it as authorization. Sensitive=Yes requires local/orgprofile:viewsensitive and editsensitive.","CityCare Hospital → healthcare; default form: None","New organization-specific recommendation"
"Field Definition + Placement Map","3 Field Library → 5 Categories → 6 Form Fields","Hospital / Healthcare","healthcare","60","Yes","Clinical Staff|clinical_staff|10; Nursing Staff|nursing_staff|20; Allied Health Professional|allied_health|30; Administrative Staff|administrative_staff|40; Trainee|trainee|50","See Organization Setup record for Hospital / Healthcare","Credentialing","credentialing","50","No","Professional Registration Number","New (plugin-defined)","professional_registration_number","Professional Registration Number","text","","No","Yes","Inherit","Inherit","company","Yes","No","Yes","Yes","","","{""maxlength"":100}","10","Clinical Staff; Nursing Staff; Allied Health Professional","Hospital Healthcare Clinical Staff Profile; Hospital Healthcare Nursing Staff Profile; Hospital Healthcare Allied Health Professional Profile","Field Library; Form Categories; Form Fields","Create once in Field Library, then attach to the listed forms and category.","Dedicated sensitive capabilities required. Verify with the issuing authority outside V1. Sensitive=Yes requires local/orgprofile:viewsensitive and editsensitive.","CityCare Hospital → healthcare; default form: None","New organization-specific recommendation"
